i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
17	15	0.17064	0.848487	1.20769	4.07733	204.128	410.312	0.0417365	25.5699
18	15	0.181266	0.835025	1.21073	4.06995	203.315	409.844	0.0416177	24.7315
19	15	0.192311	0.821138	1.21421	4.05477	202.391	409.311	0.0414825	23.8812
20	15	0.203769	0.806851	1.21807	4.03237	201.367	408.718	0.0413325	23.022
21	15	0.215633	0.792189	1.22228	4.00334	200.253	408.071	0.041169	22.1569
22	15	0.227891	0.777178	1.22682	3.96832	199.059	407.374	0.0409935	21.2888
23	15	0.240535	0.761843	1.23164	3.92793	197.795	406.633	0.0408075	20.4203
24	15	0.253554	0.746208	1.23671	3.88273	196.471	405.854	0.0406122	19.5541
25	15	0.266935	0.730298	1.242	3.83327	195.096	405.04	0.0404089	18.6925
26	15	0.280668	0.714135	1.24749	3.78001	193.676	404.196	0.0401986	17.8379
27	15	0.29474	0.697741	1.25316	3.7233	192.217	403.324	0.0399822	16.9924
28	15	0.309138	0.681136	1.25898	3.66345	190.726	402.427	0.0397604	16.1578
29	15	0.323851	0.664342	1.26496	3.60061	189.206	401.508	0.0395338	15.3362
30	15	0.338866	0.647376	1.27107	3.53487	187.66	400.568	0.0393027	14.529
31	15	0.354169	0.630257	1.27731	3.46619	186.088	399.607	0.0390673	13.7378
32	15	0.36975	0.613004	1.28369	3.39442	184.493	398.625	0.0388278	12.9639
33	15	0.385593	0.595632	1.29021	3.31932	182.873	397.622	0.0385839	12.2088
34	15	0.401688	0.578159	1.29687	3.24051	181.227	396.596	0.0383356	11.4734
35	15	0.41802	0.560601	1.30368	3.15753	179.555	395.547	0.0380826	10.7589
36	15	0.434576	0.542973	1.31067	3.06982	177.852	394.472	0.0378243	10.0662
37	15	0.451344	0.525291	1.31783	2.97667	176.118	393.368	0.0375604	9.39612
38	15	0.468308	0.507571	1.3252	2.87728	174.347	392.234	0.0372903	8.74942
39	15	0.480074	0.495375	1.32984	2.82045	173.239	391.52	0.0371208	8.31869
40	15	0.497211	0.477748	1.33752	2.71047	171.416	390.339	0.0368415	7.71678
41	15	0.509137	0.465573	1.34242	2.6453	170.262	389.586	0.0366641	7.31529
42	15	0.521085	0.453447	1.34742	2.57647	169.088	388.817	0.0364835	6.92687
43	15	0.532895	0.441525	1.35095	2.54817	168.264	388.275	0.0363563	6.55587
44	15	0.544443	0.42992	1.35369	2.54155	167.627	387.854	0.0362579	6.20475
45	15	0.555912	0.418443	1.35663	2.52987	166.944	387.402	0.0361523	5.86715
46	15	0.56737	0.407028	1.35984	2.51152	166.2	386.908	0.0360372	5.54088
47	15	0.578756	0.395735	1.36288	2.49882	165.499	386.441	0.0359285	5.22743
48	15	0.590211	0.384425	1.36638	2.47471	164.696	385.904	0.0358039	4.92287
49	15	0.601628	0.373205	1.36976	2.45472	163.922	385.385	0.0356837	4.62996
50	15	0.613067	0.362016	1.37333	2.4303	163.106	384.836	0.0355567	4.34698
51	15	0.624569	0.350818	1.3773	2.39607	162.204	384.227	0.0354162	4.07298
52	15	0.635953	0.339788	1.38075	2.37711	161.425	383.699	0.0352946	3.81203
53	15	0.645241	0.330829	1.38457	2.33312	160.562	383.112	0.0351598	3.60663
54	15	0.6567	0.319825	1.38852	2.30165	159.677	382.507	0.0350211	3.36242
55	15	0.665932	0.310999	1.39199	2.26838	158.899	381.974	0.0348993	3.17294
56	15	0.675284	0.302096	1.3961	2.21806	157.985	381.344	0.0347556	2.98761
57	15	0.684549	0.293313	1.39977	2.17978	157.17	380.782	0.0346276	2.81047
58	15	0.693736	0.284638	1.40332	2.1451	156.388	380.239	0.0345043	2.64105
59	15	0.702998	0.275928	1.40745	2.09417	155.478	379.606	0.0343609	2.47645
60	15	0.712231	0.26728	1.41166	2.04105	154.558	378.963	0.0342156	2.31856
61	15	0.721262	0.258856	1.41489	2.01471	153.852	378.467	0.0341038	2.16992
62	15	0.730337	0.250423	1.41886	1.96828	152.992	377.861	0.0339674	2.02624
63	15	0.738442	0.24292	1.42297	1.91	152.102	377.232	0.0338262	1.90275
64	15	0.746459	0.235525	1.42689	1.85663	151.259	376.634	0.0336923	1.78506
65	15	0.754283	0.228333	1.42997	1.82623	150.599	376.164	0.0335872	1.67436
66	15	0.76298	0.220365	1.43385	1.77941	149.77	375.57	0.0334549	1.55602
67	15	0.770284	0.213697	1.43776	1.72124	148.939	374.974	0.0333223	1.46047
68	15	0.777916	0.206752	1.44181	1.66099	148.083	374.357	0.0331854	1.36438
69	15	0.785315	0.200041	1.44499	1.62407	147.412	373.872	0.033078	1.27478
70	15	0.792167	0.193843	1.44809	1.5856	146.761	373.399	0.0329735	1.19484
71	15	0.798919	0.187753	1.4516	1.53443	146.027	372.865	0.0328557	1.11893
72	15	0.805522	0.181814	1.45523	1.47804	145.271	372.312	0.032734	1.04744
73	15	0.811943	0.176055	1.45884	1.42029	144.521	371.762	0.0326132	0.980498
74	15	0.818152	0.170501	1.46229	1.36517	143.808	371.237	0.0324983	0.918166
75	15	0.824041	0.165244	1.46462	1.34031	143.328	370.882	0.0324207	0.861147
76	15	0.829749	0.160161	1.46751	1.2979	142.735	370.443	0.0323248	0.807805
77	15	0.835072	0.15543	1.47057	1.24739	142.109	369.979	0.0322235	0.759782
78	15	0.840128	0.150946	1.47364	1.19406	141.484	369.513	0.0321223	0.715707
79	15	0.841816	0.149451	1.47612	1.13289	140.979	369.135	0.0320403	0.701341
80	15	0.84271	0.14866	1.47843	1.07115	140.511	368.785	0.0319643	0.693814
81	15	0.84512	0.14653	1.48086	1.01513	140.02	368.416	0.0318845	0.673786
82	15	0.849034	0.143074	1.48265	0.987047	139.661	368.146	0.031826	0.641979
83	15	0.854579	0.138185	1.48483	0.95721	139.221	367.814	0.0317543	0.598348
84	15	0.861802	0.131828	1.48744	0.925838	138.699	367.42	0.0316692	0.543996
85	15	0.870735	0.123986	1.49027	0.89956	138.133	366.99	0.0315769	0.48059
86	15	0.881391	0.114656	1.49325	0.882663	137.538	366.538	0.0314797	0.410367
87	15	0.893819	0.103811	1.49643	0.878409	136.908	366.058	0.0313766	0.335785
88	15	0.908113	0.0913912	1.49995	0.889522	136.211	365.524	0.0312624	0.2596
89	15	0.924355	0.0773541	1.50424	0.91758	135.368	364.876	0.0311241	0.185297
90	15	0.942664	0.0616462	1.51028	0.958628	134.185	363.963	0.0309297	0.116955
91	15	0.963152	0.0442601	1.52132	0.963527	132.05	362.299	0.0305773	0.0595701
92	15	0.988395	0.0231884	1.55194	0.541617	126.272	357.697	0.0296156	0.0159915
93	15	1.01674	0	1.58896	0	119.574	352.17	0.0284847	0

0	16	0.0600488	1.0018	1.23409	3.44261	197.154	406.257	0.040713	35.998
1	16	0.0644702	0.996396	1.23087	3.54517	197.996	406.752	0.0408372	35.6031
2	16	0.0692187	0.990565	1.2278	3.64564	198.799	407.222	0.0409554	35.1789
3	16	0.0743058	0.984298	1.22495	3.74305	199.55	407.661	0.0410657	34.7248
4	16	0.0797433	0.977579	1.22234	3.8365	200.236	408.061	0.0411666	34.2403
5	16	0.0855434	0.970393	1.22004	3.92512	200.846	408.416	0.0412561	33.7249
6	16	0.0917185	0.962726	1.21806	4.00812	201.369	408.719	0.0413327	33.1784
7	16	0.0982809	0.954567	1.21646	4.08477	201.793	408.965	0.041395	32.6006
8	16	0.105243	0.945904	1.21526	4.15442	202.11	409.149	0.0414414	31.9918
9	16	0.112615	0.936731	1.21451	4.21648	202.311	409.265	0.0414708	31.3525
10	16	0.120408	0.927041	1.21421	4.27045	202.389	409.31	0.0414823	30.6833
11	16	0.128632	0.916833	1.2144	4.31592	202.339	409.281	0.0414749	29.9854
12	16	0.137292	0.906111	1.21509	4.35262	202.157	409.176	0.0414483	29.2603
13	16	0.146394	0.89488	1.21627	4.38037	201.842	408.993	0.0414021	28.5097
14	16	0.15594	0.88315	1.21796	4.39916	201.395	408.734	0.0413366	27.7357
15	16	0.165932	0.870937	1.22014	4.40911	200.819	408.4	0.0412521	26.9408
16	16	0.176367	0.858259	1.22279	4.41048	200.119	407.993	0.0411494	26.1274
17	16	0.187242	0.845134	1.22589	4.40365	199.303	407.517	0.0410295	25.2986
18	16	0.19855	0.831587	1.2294	4.38913	198.38	406.976	0.0408936	24.457
19	16	0.210283	0.81764	1.23331	4.36747	197.358	406.376	0.040743	23.6056
20	16	0.222434	0.803319	1.23757	4.33928	196.247	405.722	0.0405791	22.7473
21	16	0.234991	0.788649	1.24214	4.30521	195.058	405.018	0.0404033	21.8849
22	16	0.247945	0.773653	1.24701	4.26586	193.8	404.27	0.0402171	21.0211
23	16	0.261283	0.758356	1.25212	4.22181	192.483	403.483	0.0400216	20.1585
24	16	0.274994	0.742781	1.25747	4.17361	191.114	402.661	0.0398181	19.2995
25	16	0.289065	0.726951	1.26301	4.12171	189.701	401.808	0.0396076	18.4464
26	16	0.303483	0.710887	1.26873	4.06648	188.249	400.927	0.0393909	17.6013
27	16	0.318237	0.69461	1.27462	4.00821	186.764	400.021	0.0391687	16.7662
28	16	0.333313	0.67814	1.28066	3.94708	185.25	399.091	0.0389415	15.9428
29	16	0.348698	0.661495	1.28684	3.88316	183.708	398.14	0.0387098	15.1329
30	16	0.36438	0.644694	1.29316	3.81644	182.142	397.167	0.0384737	14.338
31	16	0.380345	0.627754	1.29962	3.74677	180.55	396.172	0.0382332	13.5594
32	16	0.396582	0.610691	1.30623	3.67392	178.933	395.155	0.0379884	12.7985
33	16	0.413077	0.593522	1.31298	3.59753	177.29	394.115	0.0377389	12.0565
34	16	0.429818	0.576263	1.3199	3.51717	175.62	393.051	0.0374846	11.3343
35	16	0.44679	0.558928	1.32699	3.43229	173.92	391.96	0.0372251	10.633
36	16	0.463982	0.541533	1.33427	3.34223	172.187	390.84	0.0369598	9.95342
37	16	0.48138	0.524093	1.34175	3.24623	170.419	389.689	0.0366883	9.29631
38	16	0.493438	0.512096	1.34649	3.1916	169.307	388.961	0.0365171	8.85832
39	16	0.511021	0.494734	1.35429	3.08553	167.487	387.762	0.0362363	8.24463
40	16	0.523249	0.482749	1.35928	3.02298	166.329	386.994	0.0360572	7.83492
41	16	0.535503	0.470808	1.36439	2.95694	165.153	386.21	0.0358749	7.43792
42	16	0.547587	0.459095	1.36806	2.9306	164.311	385.647	0.0357442	7.05911
43	16	0.559388	0.447708	1.37095	2.92541	163.649	385.202	0.0356412	6.70055
44	16	0.571115	0.436444	1.37406	2.91524	162.942	384.725	0.0355312	6.35516
45	16	0.582837	0.425235	1.37743	2.89853	162.176	384.208	0.0354118	6.02069
46	16	0.594484	0.414148	1.38063	2.88727	161.451	383.716	0.0352986	5.69895
47	16	0.60621	0.403037	1.38429	2.86489	160.627	383.156	0.0351698	5.38555
48	16	0.617896	0.392017	1.38783	2.84649	159.83	382.612	0.0350452	5.08368
49	16	0.629611	0.381022	1.39158	2.82374	158.992	382.038	0.0349138	4.79139
50	16	0.641399	0.370012	1.39571	2.79145	158.071	381.404	0.0347692	4.50763
51	16	0.653056	0.359178	1.39934	2.77395	157.267	380.848	0.0346427	4.23708
52	16	0.662591	0.350355	1.40329	2.73202	156.394	380.243	0.0345053	4.02317
53	16	0.674339	0.339536	1.40742	2.70237	155.486	379.611	0.0343621	3.76871
54	16	0.68381	0.330852	1.41104	2.67082	154.693	379.057	0.0342368	3.57069
55	16	0.69342	0.322079	1.41528	2.62284	153.769	378.409	0.0340906	3.37634
56	16	0.702931	0.313431	1.4191	2.58652	152.94	377.825	0.0339592	3.19035
57	16	0.712361	0.304893	1.4228	2.55366	152.14	377.259	0.0338323	3.0121
58	16	0.721882	0.296307	1.42707	2.50521	151.22	376.606	0.033686	2.83827
59	16	0.731377	0.287782	1.43142	2.45472	150.289	375.942	0.0335378	2.67105
60	16	0.740644	0.279495	1.43484	2.42993	149.56	375.42	0.0334215	2.51359
61	16	0.749973	0.271184	1.43896	2.38589	148.685	374.791	0.0332816	2.36066
62	16	0.758321	0.263777	1.4432	2.33055	147.789	374.144	0.0331383	2.22864
63	16	0.766576	0.256479	1.44725	2.28	146.937	373.527	0.0330018	2.10252
64	16	0.774613	0.249398	1.4505	2.25142	146.258	373.033	0.0328927	1.98384
65	16	0.78356	0.241544	1.45455	2.20724	145.411	372.415	0.0327566	1.85638
66	16	0.791093	0.234955	1.45858	2.15232	144.575	371.802	0.032622	1.75292
67	16	0.798962	0.228094	1.46276	2.09557	143.712	371.166	0.0324827	1.64855
68	16	0.806574	0.22148	1.46611	2.06103	143.023	370.656	0.0323713	1.55113
69	16	0.813628	0.215369	1.46937	2.02504	142.355	370.161	0.0322634	1.46387
70	16	0.820592	0.209354	1.47301	1.97714	141.612	369.608	0.0321429	1.38058
71	16	0.827407	0.203483	1.47677	1.92449	140.848	369.037	0.032019	1.3018
72	16	0.834039	0.197788	1.4805	1.87069	140.092	368.471	0.0318962	1.22773
73	16	0.84045	0.192296	1.48408	1.81955	139.372	367.929	0.031779	1.15851
74	16	0.846508	0.18712	1.48659	1.79686	138.868	367.548	0.0316969	1.0952
75	16	0.852397	0.182101	1.48962	1.75778	138.262	367.089	0.031598	1.03557
76	16	0.8579	0.177421	1.49279	1.71126	137.63	366.608	0.0314947	0.981576
77	16	0.863131	0.172982	1.49596	1.66228	137.001	366.129	0.0313919	0.931787
78	16	0.864917	0.171469	1.49838	1.60568	136.521	365.762	0.0313133	0.915151
79	16	0.865889	0.170646	1.50059	1.54847	136.085	365.428	0.0312418	0.906184
80	16	0.86841	0.168514	1.503	1.49708	135.61	365.063	0.0311639	0.883207
81	16	0.872446	0.165104	1.50491	1.47222	135.236	364.775	0.0311025	0.847132
82	16	0.878157	0.160288	1.5073	1.44636	134.769	364.414	0.0310256	0.79752
83	16	0.88559	0.154033	1.51019	1.41977	134.204	363.977	0.0309327	0.735401
84	16	0.894775	0.146325	1.51343	1.39853	133.573	363.488	0.0308287	0.66242
85	16	0.905724	0.137168	1.51699	1.38626	132.884	362.951	0.0307151	0.580765
86	16	0.918489	0.126538	1.52093	1.38515	132.125	362.357	0.0305897	0.492777
87	16	0.933169	0.114374	1.52547	1.39582	131.253	361.673	0.0304454	0.401012
88	16	0.949859	0.100634	1.5311	1.41539	130.18	360.826	0.0302674	0.308732
89	16	0.968703	0.0852481	1.53887	1.43006	128.711	359.657	0.030023	0.219706
90	16	0.989884	0.0681427	1.55177	1.37381	126.303	357.722	0.0296207	0.138545
91	16	1.01641	0.0470268	1.5817	0.918021	120.862	353.25	0.0287036	0.0646711
92	16	1.04618	0.0236677	1.61513	0.322866	115.025	348.288	0.0277063	0.0160391
93	16	1.07671	0	1.63711	0	111.32	345.046	0.0270659	0

0	17	0.0682387	1.00233	1.2459	3.91283	194.086	404.44	0.0402594	35.9979
1	17	0.07306	0.996684	1.24295	4.01338	194.85	404.894	0.0403725	35.5837
2	17	0.0782282	0.990613	1.2402	4.11088	195.562	405.316	0.0404778	35.1401
3	17	0.0837558	0.984105	1.23771	4.20441	196.21	405.7	0.0405736	34.6666
4	17	0.0896558	0.977144	1.23551	4.29313	196.783	406.038	0.0406582	34.1627
5	17	0.0959414	0.969716	1.23364	4.37624	197.27	406.325	0.0407301	33.6281
6	17	0.102626	0.961809	1.23215	4.45301	197.661	406.555	0.0407877	33.0627
7	17	0.109721	0.953413	1.23106	4.5228	197.946	406.722	0.0408298	32.4665
8	17	0.11724	0.944519	1.2304	4.58502	198.118	406.823	0.0408551	31.84
9	17	0.125194	0.935121	1.2302	4.63917	198.17	406.854	0.0408628	31.1838
10	17	0.133591	0.925217	1.23048	4.68487	198.097	406.811	0.040852	30.4988
11	17	0.142439	0.914809	1.23125	4.72184	197.896	406.693	0.0408224	29.7864
12	17	0.151744	0.903902	1.23251	4.74991	197.565	406.498	0.0407736	29.0483
13	17	0.161508	0.892504	1.23427	4.76907	197.105	406.228	0.0407058	28.2864
14	17	0.171733	0.88063	1.23652	4.77947	196.52	405.883	0.0406195	27.5031
15	17	0.182416	0.868296	1.23923	4.78136	195.815	405.466	0.0405152	26.7007
16	17	0.193552	0.85552	1.24239	4.77514	194.996	404.981	0.0403941	25.8821
17	17	0.205135	0.842325	1.24596	4.7613	194.071	404.431	0.0402572	25.0499
18	17	0.217158	0.828733	1.24992	4.74043	193.05	403.822	0.0401058	24.2071
19	17	0.229611	0.814767	1.25423	4.71313	191.943	403.159	0.0399413	23.3564
20	17	0.242483	0.800452	1.25886	4.68003	190.758	402.446	0.0397651	22.5006
21	17	0.255762	0.785812	1.26378	4.64176	189.505	401.69	0.0395784	21.6424
22	17	0.269438	0.770871	1.26895	4.5989	188.194	400.893	0.0393826	20.7843
23	17	0.283496	0.75565	1.27435	4.55199	186.831	400.062	0.0391787	19.9288
24	17	0.297924	0.740173	1.27996	4.50147	185.424	399.199	0.0389677	19.0781
25	17	0.31271	0.72446	1.28575	4.44774	183.978	398.307	0.0387504	18.2344
26	17	0.327839	0.708532	1.29171	4.39107	182.499	397.389	0.0385276	17.3996
27	17	0.3433	0.692408	1.29783	4.33166	180.99	396.447	0.0382997	16.5754
28	17	0.359078	0.676106	1.3041	4.26957	179.453	395.483	0.0380672	15.7637
29	17	0.375162	0.659645	1.31051	4.2048	177.89	394.495	0.0378301	14.966
30	17	0.391537	0.643042	1.31707	4.1372	176.302	393.486	0.0375885	14.1835
31	17	0.408192	0.626312	1.32378	4.06657	174.688	392.454	0.0373425	13.4178
32	17	0.425114	0.609472	1.33064	3.99256	173.048	391.398	0.0370917	12.6698
33	17	0.442289	0.592536	1.33767	3.91475	171.381	390.316	0.036836	11.9407
34	17	0.459706	0.57552	1.34488	3.83261	169.683	389.207	0.036575	11.2316
35	17	0.477351	0.558437	1.35229	3.74553	167.952	388.069	0.0363082	10.5431
36	17	0.495211	0.541301	1.3599	3.65276	166.186	386.899	0.036035	9.87623
37	17	0.507582	0.529521	1.36475	3.60023	165.071	386.155	0.0358621	9.43138
38	17	0.525641	0.51245	1.37269	3.49787	163.254	384.936	0.0355797	8.80647
39	17	0.538192	0.500672	1.37779	3.43777	162.093	384.152	0.0353989	8.38888
40	17	0.550773	0.488933	1.38301	3.37434	160.914	383.351	0.0352148	7.98363
41	17	0.563152	0.477445	1.38683	3.34977	160.056	382.766	0.0350804	7.59733
42	17	0.575226	0.466292	1.38989	3.3458	159.369	382.296	0.0349729	7.23165
43	17	0.58723	0.455254	1.39316	3.33691	158.639	381.795	0.0348584	6.87876
44	17	0.599236	0.444264	1.3967	3.32158	157.853	381.253	0.0347349	6.53636
45	17	0.611161	0.433399	1.40007	3.31152	157.105	380.736	0.0346172	6.20659
46	17	0.62318	0.422501	1.40389	3.29058	156.261	380.151	0.0344843	5.88459
47	17	0.635156	0.411694	1.40761	3.27346	155.443	379.581	0.0343553	5.57397
48	17	0.647166	0.400908	1.41154	3.25206	154.584	378.981	0.0342197	5.27258
49	17	0.659261	0.390099	1.41584	3.22136	153.646	378.323	0.0340712	4.97923
50	17	0.671211	0.379473	1.41966	3.20493	152.818	377.739	0.0339399	4.69925
51	17	0.681011	0.370798	1.42374	3.1647	151.937	377.115	0.0338	4.47693
52	17	0.693067	0.360176	1.42806	3.13643	151.009	376.455	0.0336524	4.21236
53	17	0.702795	0.351644	1.43183	3.10621	150.202	375.88	0.0335239	4.00589
54	17	0.712679	0.343012	1.4362	3.06012	149.27	375.212	0.0333752	3.80256
55	17	0.722455	0.334511	1.44017	3.02528	148.428	374.606	0.0332406	3.60779
56	17	0.732144	0.32612	1.44403	2.99376	147.614	374.018	0.0331103	3.42077
57	17	0.741943	0.31767	1.44845	2.94721	146.685	373.344	0.0329613	3.23772
58	17	0.751717	0.309276	1.45295	2.89873	145.746	372.659	0.0328104	3.06119
59	17	0.761236	0.301135	1.45655	2.87491	144.997	372.111	0.03269	2.89494
60	17	0.770837	0.292957	1.46083	2.83259	144.11	371.459	0.032547	2.73278
61	17	0.779444	0.285654	1.4652	2.77948	143.21	370.795	0.0324016	2.59219
62	17	0.787952	0.278462	1.46938	2.73101	142.352	370.159	0.0322629	2.45762
63	17	0.796218	0.2715	1.47279	2.70352	141.656	369.641	0.0321501	2.33094
64	17	0.805432	0.263767	1.47702	2.66111	140.797	368.999	0.0320106	2.19434
65	17	0.813206	0.257266	1.48117	2.60853	139.957	368.369	0.0318743	2.08291
66	17	0.821329	0.250496	1.48548	2.55429	139.09	367.715	0.031733	1.97019
67	17	0.829167	0.243986	1.489	2.52117	138.386	367.182	0.0316181	1.86493
68	17	0.836435	0.237967	1.49241	2.48672	137.706	366.666	0.0315072	1.77031
69	17	0.843623	0.232033	1.49618	2.44098	136.956	366.095	0.0313845	1.67957
70	17	0.850665	0.226237	1.50007	2.39082	136.189	365.507	0.0312588	1.59342
71	17	0.857519	0.220611	1.50392	2.33969	135.43	364.924	0.0311343	1.51214
72	17	0.864145	0.215188	1.50762	2.29116	134.706	364.366	0.0310153	1.43595
73	17	0.870382	0.210096	1.5103	2.26945	134.183	363.961	0.0309293	1.36631
74	17	0.876463	0.205144	1.51346	2.23233	133.568	363.484	0.0308279	1.30032
75	17	0.882154	0.20052	1.51674	2.18833	132.932	362.989	0.0307231	1.24029
76	17	0.88757	0.19613	1.52	2.14213	132.303	362.497	0.0306191	1.1847
77	17	0.889457	0.194603	1.52238	2.08914	131.845	362.138	0.0305434	1.16571
78	17	0.890509	0.193752	1.52452	2.03566	131.436	361.817	0.0304757	1.15521
79	17	0.893145	0.191622	1.52692	1.98769	130.976	361.454	0.0303994	1.1292
80	17	0.89731	0.188261	1.52894	1.96462	130.591	361.151	0.0303356	1.08881
81	17	0.903195	0.18352	1.53151	1.94068	130.103	360.764	0.0302546	1.03317
82	17	0.91085	0.177368	1.53466	1.91605	129.506	360.291	0.0301553	0.96323
83	17	0.920301	0.169797	1.53826	1.89616	128.826	359.749	0.0300422	0.88062
84	17	0.931559	0.160812	1.54229	1.88393	128.068	359.143	0.0299159	0.787486
85	17	0.944678	0.150389	1.54685	1.88045	127.216	358.459	0.0297735	0.686054
86	17	0.959766	0.138469	1.55219	1.88455	126.225	357.658	0.0296076	0.578682
87	17	0.976929	0.125002	1.55881	1.89042	125.006	356.668	0.0294031	0.468397
88	17	0.996338	0.109901	1.56773	1.87969	123.376	355.333	0.0291287	0.358636
89	17	1.01826	0.0930252	1.5817	1.78503	120.862	353.249	0.0287035	0.253499
90	17	1.0461	0.0718654	1.61112	1.32742	115.711	348.881	0.0278244	0.148422
91	17	1.07738	0.0484132	1.64341	0.792137	110.278	344.12	0.0268849	0.0660361
92	17	1.10916	0.0248883	1.66813	0.495929	106.271	340.501	0.0261834	0.0170786
93	17	1.14321	0	1.70217	0	100.966	335.555	0.0252429	0

0	18	0.0725912	1.00264	1.25257	4.16283	192.367	403.414	0.0400044	35.9979
1	18	0.0750602	0.999815	1.2511	4.21399	192.746	403.64	0.0400606	35.79
2	18	0.0802715	0.993845	1.24841	4.31154	193.438	404.054	0.0401634	35.3518
3	18	0.0858468	0.987444	1.24597	4.40512	194.067	404.429	0.0402566	34.884
4	18	0.0917997	0.980597	1.24383	4.4939	194.622	404.759	0.0403388	34.386
5	18	0.0981436	0.973291	1.24202	4.57707	195.091	405.037	0.0404082	33.8575
6	18	0.104892	0.965513	1.24058	4.65392	195.464	405.259	0.0404635	33.2983
7	18	0.112058	0.957253	1.23954	4.72378	195.734	405.418	0.0405033	32.7087
8	18	0.119654	0.948501	1.23893	4.78609	195.892	405.512	0.0405266	32.0887
9	18	0.127691	0.939252	1.23878	4.84036	195.931	405.535	0.0405324	31.4391
10	18	0.136179	0.929503	1.23911	4.88619	195.846	405.485	0.0405199	30.7608
11	18	0.145126	0.919256	1.23992	4.9233	195.635	405.36	0.0404887	30.055
12	18	0.154537	0.908514	1.24123	4.95155	195.296	405.159	0.0404385	29.3234
13	18	0.164416	0.897287	1.24303	4.97092	194.83	404.882	0.0403696	28.5678
14	18	0.174762	0.885588	1.24531	4.98155	194.24	404.532	0.0402822	27.7906
15	18	0.185574	0.873431	1.24805	4.98372	193.531	404.109	0.0401771	26.994
16	18	0.196847	0.860835	1.25124	4.97783	192.71	403.619	0.0400553	26.1808
17	18	0.208574	0.847822	1.25485	4.96436	191.785	403.064	0.0399178	25.3537
18	18	0.220748	0.834414	1.25884	4.94389	190.764	402.45	0.039766	24.5155
19	18	0.233359	0.820633	1.26318	4.91705	189.658	401.782	0.0396011	23.6689
20	18	0.246395	0.806504	1.26784	4.88447	188.475	401.064	0.0394246	22.8168
21	18	0.259846	0.79205	1.27279	4.84676	187.225	400.302	0.0392376	21.9618
22	18	0.273698	0.777294	1.278	4.80451	185.916	399.501	0.0390415	21.1064
23	18	0.287938	0.762259	1.28344	4.75825	184.556	398.664	0.0388373	20.253
24	18	0.302554	0.746967	1.28908	4.70845	183.152	397.795	0.0386259	19.404
25	18	0.317532	0.731439	1.29491	4.65548	181.709	396.897	0.0384084	18.5613
26	18	0.332859	0.715695	1.30092	4.59962	180.232	395.972	0.0381852	17.727
27	18	0.348522	0.699754	1.30708	4.54107	178.725	395.024	0.0379568	16.9029
28	18	0.364508	0.683635	1.3134	4.4799	177.19	394.052	0.0377237	16.0907
29	18	0.380802	0.667354	1.31986	4.41611	175.63	393.057	0.0374861	15.2919
30	18	0.397394	0.65093	1.32647	4.34955	174.043	392.039	0.0372439	14.5079
31	18	0.41427	0.634377	1.33324	4.28002	172.431	390.998	0.0369972	13.74
32	18	0.431416	0.617712	1.34016	4.20718	170.793	389.933	0.0367457	12.9894
33	18	0.448821	0.60095	1.34726	4.13063	169.126	388.842	0.0364893	12.2573
34	18	0.466473	0.584103	1.35454	4.04984	167.429	387.723	0.0362274	11.5444
35	18	0.484357	0.567188	1.36201	3.96422	165.7	386.575	0.0359597	10.8519
36	18	0.502462	0.550217	1.3697	3.87303	163.935	385.394	0.0356858	10.1804
37	18	0.514998	0.538552	1.3746	3.82151	162.818	384.642	0.0355119	9.73225
38	18	0.533309	0.521638	1.38262	3.72094	161.003	383.412	0.0352286	9.10195
39	18	0.546032	0.509971	1.38778	3.66201	159.841	382.619	0.0350469	8.68057
40	18	0.558786	0.498342	1.39306	3.59983	158.661	381.81	0.0348619	8.27133
41	18	0.571321	0.486973	1.39696	3.57607	157.794	381.213	0.0347257	7.88143
42	18	0.583541	0.475943	1.40011	3.57264	157.096	380.73	0.0346158	7.51232
43	18	0.595691	0.465025	1.40347	3.56432	156.355	380.216	0.0344992	7.1558
44	18	0.607848	0.454152	1.40709	3.5496	155.559	379.662	0.0343736	6.80955
45	18	0.619922	0.443404	1.41055	3.54006	154.799	379.132	0.0342537	6.47587
46	18	0.632096	0.432618	1.41446	3.51974	153.947	378.534	0.0341187	6.14966
47	18	0.644225	0.421924	1.41827	3.50316	153.119	377.951	0.0339876	5.83476
48	18	0.656392	0.411249	1.42228	3.48233	152.25	377.337	0.0338498	5.5289
49	18	0.668651	0.400547	1.42668	3.4523	151.304	376.666	0.0336994	5.23081
50	18	0.680757	0.390031	1.43059	3.43629	150.465	376.068	0.0335658	4.94619
51	18	0.690696	0.381436	1.43474	3.3968	149.58	375.434	0.0334247	4.71971
52	18	0.702916	0.370919	1.43916	3.36908	148.643	374.761	0.0332749	4.45012
53	18	0.71278	0.362468	1.443	3.33939	147.83	374.174	0.0331449	4.23946
54	18	0.722811	0.353912	1.44745	3.29411	146.895	373.496	0.032995	4.03167
55	18	0.732726	0.345489	1.4515	3.25986	146.047	372.879	0.0328589	3.83252
56	18	0.742554	0.337176	1.45544	3.22885	145.227	372.279	0.0327269	3.64112
57	18	0.752499	0.328798	1.45994	3.18309	144.294	371.595	0.0325766	3.45348
58	18	0.762421	0.320475	1.46451	3.13542	143.351	370.9	0.0324245	3.2723
59	18	0.772074	0.312412	1.4682	3.11192	142.594	370.339	0.032302	3.10165
